year,code,amount,name,topname,depname,depcat,cat,ref
2006,5303409000,4500000,營建工程,行政院主管,國立故宮博物院,一般建築及設備,文化支出,3.9.9.1
2006,5303409800,1089000,無細項,行政院主管,國立故宮博物院,第一預備金,文化支出,3.9.10
2006,6103500100,494430000,無細項,行政院主管,經濟建設委員會,一般行政,其他經濟服務支出,3.10.1
2006,6103501000,42865000,研擬國家建設計畫,行政院主管,經濟建設委員會,經建計畫之設計、研審及協調,其他經濟服務支出,3.10.2.1
2006,6103501100,13854000,強化國家建設財務規劃審議有效運用國家整體資金,行政院主管,經濟建設委員會,經建計畫之評估及考核,其他經濟服務支出,3.10.3.1
2006,6103509000,3280000,交通及運輸設備,行政院主管,經濟建設委員會,一般建築及設備,其他經濟服務支出,3.10.4.1
2006,6103509800,900000,無細項,行政院主管,經濟建設委員會,第一預備金,其他經濟服務支出,3.10.5
2006,7303508100,3200000000,離島建設基金,行政院主管,經濟建設委員會,非營業特種基金,社區發展支出,3.10.6.1
2006,4003510100,1160577000,無細項,行政院主管,金融監督管理委員會及所屬,一般行政,財務支出,3.11.1
2006,4003510200,0,無細項,行政院主管,金融監督管理委員會及所屬,金融監理,財務支出,3.11.2
2006,4003510300,0,無細項,行政院主管,金融監督管理委員會及所屬,銀行管理,財務支出,3.11.3
2006,4003510400,0,無細項,行政院主管,金融監督管理委員會及所屬,證券期貨市場管理,財務支出,3.11.4
2006,4003510500,0,無細項,行政院主管,金融監督管理委員會及所屬,保險監理,財務支出,3.11.5
2006,4003510600,0,無細項,行政院主管,金融監督管理委員會及所屬,金融機構檢查,財務支出,3.11.6
2006,4003519000,0,營建工程,行政院主管,金融監督管理委員會及所屬,一般建築及設備,財務支出,3.11.7.1
2006,4003519800,10200000,無細項,行政院主管,金融監督管理委員會及所屬,第一預備金,財務支出,3.11.8
2006,3803600100,62822000,無細項,行政院主管,中央選舉委員會及所屬,一般行政,民政支出,3.12.1
2006,3803601000,20958000,無細項,行政院主管,中央選舉委員會及所屬,選舉業務,民政支出,3.12.2
2006,3803601100,350261000,無細項,行政院主管,中央選舉委員會及所屬,地方選舉委員會行政業務,民政支出,3.12.3
2006,3803601300,438442000,無細項,行政院主管,中央選舉委員會及所屬,政黨競選經費補助,民政支出,3.12.4
2006,3803609000,1368000,營建工程,行政院主管,中央選舉委員會及所屬,一般建築及設備,民政支出,3.12.5.1
2006,3803609800,882000,無細項,行政院主管,中央選舉委員會及所屬,第一預備金,民政支出,3.12.6
2006,5303700100,319984000,無細項,行政院主管,文化建設委員會及所屬,一般行政,文化支出,3.13.1
2006,5303701000,1016396000,無細項,行政院主管,文化建設委員會及所屬,文化發展業務,文化支出,3.13.2
2006,5303701100,172168000,文學歷史語文及文化傳播工作,行政院主管,文化建設委員會及所屬,人文及文化傳播業務,文化支出,3.13.3.1
2006,5303701400,823147000,無細項,行政院主管,文化建設委員會及所屬,社區營造業務,文化支出,3.13.4
2006,5303701500,142640000,視覺藝術之策劃與推動,行政院主管,文化建設委員會及所屬,表演及視覺藝術業務,文化支出,3.13.5.1
2006,5303701600,259684000,無細項,行政院主管,文化建設委員會及所屬,國際文化交流業務,文化支出,3.13.6
2006,5303701700,602672000,文化資產綜合業務,行政院主管,文化建設委員會及所屬,文化資產業務,文化支出,3.13.7.1
2006,5303709800,15000000,無細項,行政院主管,文化建設委員會及所屬,第一預備金,文化支出,3.13.8
2006,6903750100,115600000,無細項,行政院主管,青年輔導委員會及所屬,一般行政,國民就業支出,3.14.1
2006,6903751000,40167000,青年創業輔導與創業理念培育,行政院主管,青年輔導委員會及所屬,青年輔導工作,國民就業支出,3.14.2.1
2006,6903751200,74942000,無細項,行政院主管,青年輔導委員會及所屬,職業訓練,國民就業支出,3.14.3
2006,6903759000,658000,其他設備,行政院主管,青年輔導委員會及所屬,一般建築及設備,國民就業支出,3.14.4.1
2006,6903759800,1340000,無細項,行政院主管,青年輔導委員會及所屬,第一預備金,國民就業支出,3.14.5
2006,3303800100,278414000,無細項,行政院主管,研究發展考核委員會,一般行政,行政支出,3.15.1
2006,3303801000,28120000,無細項,行政院主管,研究發展考核委員會,研究發展,行政支出,3.15.2
2006,3303801100,10412000,無細項,行政院主管,研究發展考核委員會,綜合計畫,行政支出,3.15.3
2006,3303801200,8819000,無細項,行政院主管,研究發展考核委員會,管制考核,行政支出,3.15.4
2006,3303801300,246065000,無細項,行政院主管,研究發展考核委員會,資訊管理,行政支出,3.15.5
2006,3303801400,43441000,無細項,行政院主管,研究發展考核委員會,政府出版品管理,行政支出,3.15.6
2006,3303801600,17322000,無細項,行政院主管,研究發展考核委員會,地方發展,行政支出,3.15.7
2006,3303801700,977000000,無細項,行政院主管,研究發展考核委員會,網路服務平台,行政支出,3.15.8
2006,3303801800,94200000,無細項,行政院主管,研究發展考核委員會,營造英語生活環境,行政支出,3.15.9
2006,3303809000,1500000,營建工程,行政院主管,研究發展考核委員會,一般建築及設備,行政支出,3.15.10.1
2006,3303809800,800000,無細項,行政院主管,研究發展考核委員會,第一預備金,行政支出,3.15.11
2006,5203802100,100000000,無細項,行政院主管,研究發展考核委員會,社會發展政策研究,科學支出,3.15.12
2006,3303810100,129122000,無細項,行政院主管,檔案管理局,一般行政,行政支出,3.16.1
2006,3303811000,6414000,無細項,行政院主管,檔案管理局,檔案管理綜合企劃與管考,行政支出,3.16.2
2006,3303811100,4372000,無細項,行政院主管,檔案管理局,檔案徵集作業,行政支出,3.16.3
2006,3303811200,5186000,無細項,行政院主管,檔案管理局,檔案典藏維護,行政支出,3.16.4
2006,3303811300,3621000,無細項,行政院主管,檔案管理局,檔案應用服務,行政支出,3.16.5
2006,3303811400,9441000,無細項,行政院主管,檔案管理局,檔案資訊作業,行政支出,3.16.6
2006,3303811500,70000000,無細項,行政院主管,檔案管理局,推動及建置全國檔案資訊系統,行政支出,3.16.7
2006,3303819000,8473000,營建工程,行政院主管,檔案管理局,一般建築及設備,行政支出,3.16.8.1
2006,3303819800,100000,無細項,行政院主管,檔案管理局,第一預備金,行政支出,3.16.9
2006,3303900100,297290000,無細項,行政院主管,大陸委員會,一般行政,行政支出,3.17.1
2006,3303901000,39258000,無細項,行政院主管,大陸委員會,企劃業務,行政支出,3.17.2
2006,3303901200,39147000,無細項,行政院主管,大陸委員會,經濟業務,行政支出,3.17.3
2006,3303901300,114210000,無細項,行政院主管,大陸委員會,法政業務,行政支出,3.17.4
2006,3303901400,202993000,無細項,行政院主管,大陸委員會,港澳業務,行政支出,3.17.5
2006,3303901500,26053000,無細項,行政院主管,大陸委員會,聯絡業務,行政支出,3.17.6
2006,3303909800,2000000,無細項,行政院主管,大陸委員會,第一預備金,行政支出,3.17.7
2006,5303901100,23275000,無細項,行政院主管,大陸委員會,文教業務,文化支出,3.17.8
2006,5303908100,36102000,中華發展基金,行政院主管,大陸委員會,非營業特種基金,文化支出,3.17.9.1
2006,6103920100,275908000,無細項,行政院主管,公平交易委員會,一般行政,其他經濟服務支出,3.18.1
2006,6103921000,18719000,限制競爭行為調查處理,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,3.18.2.1
2006,6103929000,610000,交通及運輸設備,行政院主管,公平交易委員會,一般建築及設備,其他經濟服務支出,3.18.3.1
2006,6103929800,300000,無細項,行政院主管,公平交易委員會,第一預備金,其他經濟服務支出,3.18.4
2006,6103930100,66562000,無細項,行政院主管,消費者保護委員會,一般行政,其他經濟服務支出,3.19.1
2006,6103930200,12406000,無細項,行政院主管,消費者保護委員會,綜合企劃業務,其他經濟服務支出,3.19.2
2006,6103930300,7129000,無細項,行政院主管,消費者保護委員會,督導業務,其他經濟服務支出,3.19.3
2006,6103930400,2396000,無細項,行政院主管,消費者保護委員會,法制業務,其他經濟服務支出,3.19.4
2006,6103930500,3226000,無細項,行政院主管,消費者保護委員會,消費者保護官業務,其他經濟服務支出,3.19.5
2006,6103939000,816000,其他設備,行政院主管,消費者保護委員會,一般建築及設備,其他經濟服務支出,3.19.6.1
2006,6103939800,119000,無細項,行政院主管,消費者保護委員會,第一預備金,其他經濟服務支出,3.19.7
2006,3303950100,326363000,無細項,行政院主管,公共工程委員會,一般行政,行政支出,3.20.1
2006,3303951000,117719000,無細項,行政院主管,公共工程委員會,公共工程企劃及法規業務,行政支出,3.20.2
2006,3303952000,289079000,無細項,行政院主管,公共工程委員會,公共工程技術業務,行政支出,3.20.3
2006,3303953000,53641000,無細項,行政院主管,公共工程委員會,公共工程管理業務,行政支出,3.20.4
2006,3303959000,2000000,交通及運輸設備,行政院主管,公共工程委員會,一般建築及設備,行政支出,3.20.5.1
2006,3303959800,2500000,無細項,行政院主管,公共工程委員會,第一預備金,行政支出,3.20.6
2006,3803970100,262096000,無細項,行政院主管,原住民族委員會及所屬,一般行政,民政支出,3.21.1
2006,3803970200,65419000,無細項,行政院主管,原住民族委員會及所屬,綜合規劃發展,民政支出,3.21.2
2006,3803970500,1925468000,無細項,行政院主管,原住民族委員會及所屬,經濟及公共建設業務,民政支出,3.21.3
2006,3803970600,113779000,無細項,行政院主管,原住民族委員會及所屬,土地規劃管理利用業務,民政支出,3.21.4
2006,3803970700,115692000,無細項,行政院主管,原住民族委員會及所屬,文化園區建設及管理,民政支出,3.21.5
2006,3803970800,546000000,無細項,行政院主管,原住民族委員會及所屬,補助原住民鄉鎮市,民政支出,3.21.6
2006,3803978100,700000000,原住民族綜合發展基金,行政院主管,原住民族委員會及所屬,非營業特種基金,民政支出,3.21.7.1
2006,3803979000,0,交通及運輸設備,行政院主管,原住民族委員會及所屬,一般建築及設備,民政支出,3.21.8.1
2006,3803979800,2060000,無細項,行政院主管,原住民族委員會及所屬,第一預備金,民政支出,3.21.9
2006,5103970300,1039423000,無細項,行政院主管,原住民族委員會及所屬,原住民教育推展,教育支出,3.21.10
2006,6703970400,1280342000,無細項,行政院主管,原住民族委員會及所屬,社會服務推展,社會救助支出,3.21.11
2006,5303980100,169188000,無細項,行政院主管,體育委員會,一般行政,文化支出,3.22.1
2006,5303981000,71052000,無細項,行政院主管,體育委員會,體育行政業務,文化支出,3.22.2
2006,5303982000,362086000,推展全民運動,行政院主管,體育委員會,國家體育建設,文化支出,3.22.3.1
2006,5303989800,3200000,無細項,行政院主管,體育委員會,第一預備金,文化支出,3.22.4
2006,3803990100,139694000,無細項,行政院主管,客家委員會及所屬,一般行政,民政支出,3.23.1
2006,3803991000,152172000,無細項,行政院主管,客家委員會及所屬,綜合規劃發展,民政支出,3.23.2
2006,3803992000,28359000,無細項,行政院主管,客家委員會及所屬,海外合作交流,民政支出,3.23.3
2006,3803999800,2000000,無細項,行政院主管,客家委員會及所屬,第一預備金,民政支出,3.23.4
2006,5303993000,1145781000,無細項,行政院主管,客家委員會及所屬,文化教育推展,文化支出,3.23.5
2006,5303994000,34874000,無細項,行政院主管,客家委員會及所屬,臺灣客家文化中心規劃興建,文化支出,3.23.6
2006,3404010100,1689103000,無細項,立法院主管,立法院,一般行政,立法支出,4.1.1
2006,3404010200,563872000,委員歲費及公費,立法院主管,立法院,委員問政業務,立法支出,4.1.2.1
2006,3404010300,15005000,院會議事,立法院主管,立法院,議事業務,立法支出,4.1.3.1
2006,3404010400,6100000,無細項,立法院主管,立法院,立法諮詢業務,立法支出,4.1.4
2006,3404010500,40239000,無細項,立法院主管,立法院,國會圖書業務,立法支出,4.1.5
2006,3404010600,26371000,無細項,立法院主管,立法院,公報業務,立法支出,4.1.6
2006,3404010700,27000000,無細項,立法院主管,立法院,黨團補助,立法支出,4.1.7
2006,3404019000,13990000,交通及運輸設備,立法院主管,立法院,一般建築及設備,立法支出,4.1.8.1
2006,3404019800,3000000,無細項,立法院主管,立法院,第一預備金,立法支出,4.1.9
2006,3505010100,749763000,無細項,司法院主管,司法院,一般行政,司法支出,5.1.1
2006,3505011000,8411000,無細項,司法院主管,司法院,大法官議事業務,司法支出,5.1.2
2006,3505011300,7565000,無細項,司法院主管,司法院,民事審判行政,司法支出,5.1.3
2006,3505011400,5223000,無細項,司法院主管,司法院,刑事審判行政,司法支出,5.1.4
2006,3505011500,4299000,無細項,司法院主管,司法院,行政訴訟及懲戒行政,司法支出,5.1.5
2006,3505011600,5362000,無細項,司法院主管,司法院,少年及家事審判行政,司法支出,5.1.6
2006,3505011700,21859000,無細項,司法院主管,司法院,司法業務規劃研考,司法支出,5.1.7
2006,3505019000,200000000,土地購置,司法院主管,司法院,一般建築及設備,司法支出,5.1.8.1
2006,3505019800,1017000,無細項,司法院主管,司法院,第一預備金,司法支出,5.1.9
2006,6805011900,948223000,無細項,司法院主管,司法院,對財團法人法律扶助基金會捐助,福利服務支出,5.1.10
2006,7505011900,158065000,無細項,司法院主管,司法院,司法官退休退養給付,退休撫卹給付支出,5.1.11
2006,3505050100,484534000,無細項,司法院主管,最高法院,一般行政,司法支出,5.2.1
2006,3505051000,8584000,無細項,司法院主管,最高法院,審判業務,司法支出,5.2.2
2006,3505059000,0,交通及運輸設備,司法院主管,最高法院,一般建築及設備,司法支出,5.2.3.1
2006,3505059800,770000,無細項,司法院主管,最高法院,第一預備金,司法支出,5.2.4
2006,3505100100,153496000,無細項,司法院主管,最高行政法院,一般行政,司法支出,5.3.1
2006,3505101000,3024000,無細項,司法院主管,最高行政法院,行政訴訟審判,司法支出,5.3.2
2006,3505109000,20000,其他設備,司法院主管,最高行政法院,一般建築及設備,司法支出,5.3.3.1
2006,3505109800,238000,無細項,司法院主管,最高行政法院,第一預備金,司法支出,5.3.4
2006,3505110100,251516000,無細項,司法院主管,臺北高等行政法院,一般行政,司法支出,5.4.1
2006,3505111000,9286000,無細項,司法院主管,臺北高等行政法院,行政訴訟審判,司法支出,5.4.2
2006,3505118500,13000000,無細項,司法院主管,臺北高等行政法院,司法機關擴遷建計畫,司法支出,5.4.3
2006,3505119000,0,營建工程,司法院主管,臺北高等行政法院,一般建築及設備,司法支出,5.4.4.1
2006,3505119800,865000,無細項,司法院主管,臺北高等行政法院,第一預備金,司法支出,5.4.5
2006,3505120100,126254000,無細項,司法院主管,臺中高等行政法院,一般行政,司法支出,5.5.1
2006,3505121000,3845000,無細項,司法院主管,臺中高等行政法院,行政訴訟審判,司法支出,5.5.2
2006,3505129000,20000,其他設備,司法院主管,臺中高等行政法院,一般建築及設備,司法支出,5.5.3.1
2006,3505129800,357000,無細項,司法院主管,臺中高等行政法院,第一預備金,司法支出,5.5.4
2006,3505130100,171132000,無細項,司法院主管,高雄高等行政法院,一般行政,司法支出,5.6.1
2006,3505131000,9145000,無細項,司法院主管,高雄高等行政法院,行政訴訟審判,司法支出,5.6.2
2006,3505139000,320000,其他設備,司法院主管,高雄高等行政法院,一般建築及設備,司法支出,5.6.3.1
2006,3505139800,374000,無細項,司法院主管,高雄高等行政法院,第一預備金,司法支出,5.6.4
2006,3505200100,83625000,無細項,司法院主管,公務員懲戒委員會,一般行政,司法支出,5.7.1
2006,3505201000,1476000,無細項,司法院主管,公務員懲戒委員會,懲戒案件處理,司法支出,5.7.2
2006,3505209000,642000,其他設備,司法院主管,公務員懲戒委員會,一般建築及設備,司法支出,5.7.3.1
2006,3505209800,231000,無細項,司法院主管,公務員懲戒委員會,第一預備金,司法支出,5.7.4
2006,3505250100,49708000,無細項,司法院主管,司法人員研習所,一般行政,司法支出,5.8.1
2006,3505251000,33410000,無細項,司法院主管,司法人員研習所,研習業務,司法支出,5.8.2
2006,3505258500,15000000,無細項,司法院主管,司法人員研習所,司法機關擴遷建計畫,司法支出,5.8.3
2006,3505259000,10000,其他設備,司法院主管,司法人員研習所,一般建築及設備,司法支出,5.8.4.1
2006,3505259800,300000,無細項,司法院主管,司法人員研習所,第一預備金,司法支出,5.8.5
2006,3505300100,1183494000,無細項,司法院主管,臺灣高等法院,一般行政,司法支出,5.9.1
2006,3505301000,42735000,無細項,司法院主管,臺灣高等法院,審判業務,司法支出,5.9.2
2006,3505301500,40000000,無細項,司法院主管,臺灣高等法院,冤獄賠償,司法支出,5.9.3
2006,3505309000,1480000,交通及運輸設備,司法院主管,臺灣高等法院,一般建築及設備,司法支出,5.9.4.1
2006,3505309800,1511000,無細項,司法院主管,臺灣高等法院,第一預備金,司法支出,5.9.5
2006,3505310100,483783000,無細項,司法院主管,臺灣高等法院臺中分院,一般行政,司法支出,5.10.1
2006,3505311000,19071000,無細項,司法院主管,臺灣高等法院臺中分院,審判業務,司法支出,5.10.2
2006,3505319000,0,交通及運輸設備,司法院主管,臺灣高等法院臺中分院,一般建築及設備,司法支出,5.10.3.1
2006,3505319800,423000,無細項,司法院主管,臺灣高等法院臺中分院,第一預備金,司法支出,5.10.4
2006,3505320100,343942000,無細項,司法院主管,臺灣高等法院臺南分院,一般行政,司法支出,5.11.1
2006,3505321000,13744000,無細項,司法院主管,臺灣高等法院臺南分院,審判業務,司法支出,5.11.2
2006,3505329000,1730000,交通及運輸設備,司法院主管,臺灣高等法院臺南分院,一般建築及設備,司法支出,5.11.3.1
2006,3505329800,466000,無細項,司法院主管,臺灣高等法院臺南分院,第一預備金,司法支出,5.11.4
2006,3505330100,376320000,無細項,司法院主管,臺灣高等法院高雄分院,一般行政,司法支出,5.12.1
2006,3505331000,18753000,無細項,司法院主管,臺灣高等法院高雄分院,審判業務,司法支出,5.12.2
2006,3505338500,0,無細項,司法院主管,臺灣高等法院高雄分院,司法機關擴遷建計畫,司法支出,5.12.3
2006,3505339000,8740000,交通及運輸設備,司法院主管,臺灣高等法院高雄分院,一般建築及設備,司法支出,5.12.4.1
2006,3505339800,385000,無細項,司法院主管,臺灣高等法院高雄分院,第一預備金,司法支出,5.12.5
2006,3505340100,119705000,無細項,司法院主管,臺灣高等法院花蓮分院,一般行政,司法支出,5.13.1
2006,3505341000,6422000,無細項,司法院主管,臺灣高等法院花蓮分院,審判業務,司法支出,5.13.2
2006,3505349000,773000,交通及運輸設備,司法院主管,臺灣高等法院花蓮分院,一般建築及設備,司法支出,5.13.3.1
